Organization,Feedback Content,Feedback Link,Page
Intesa Sanpaolo (Italy),"Intesa Sanpaolo, one of the top banking groups in Europe, welcomes the opportunity to respond to the European Commission’s (EC) Artificial Intelligence Act (AIA). This position paper is intended to present its key recommendations to the EC in the context of the have your say procedure on the AIA. The paper is divided into the following three sections: (i) general comments on the application of the AIA to Financial Services and Codes of...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665169_en,20
etami (Germany),"etami is the European organisation for “ethical and trustworthy artificial and machine intelligence”, set up as a joint project in 2021. Members of etami include ABB, Atos, AVL, Continental, Deutsche Bahn, DFKI, ELTE University Budapest, KU Leuven, Leonardo, Siemens, TU Berlin, UnternehmerTUM, Volkswagen, and Zalando. The consortium is led by Volkswagen. The goal of etami is to lead on trustworthy and ethical AI, to create an industry...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665168_en,20
APDSI - Associação para a Promoção e Desenvolvimento da Sociedade da Informação (Portugal),"1. Esclarecer o balanço de responsabilidades entre prestadores de IA, distribuidores e utilizadores, especialmente para API’s de propósito geral e modelos de open source: como foi explanado, o AIA não distingue suficientemente as responsabilidades dos utilizadores de IA quando no desempenho do papel de distribuidor e as responsabilidades dos prestadores para com os seus consumidores. A não ser que tal seja claro na medida razoável...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665167_en,20
Hoffmann La Roche (Switzerland),PLEASE SEE ATTACHMENT FOR FULL RESPONSE AND COMMENTS,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665165_en,20
STM (Netherlands),"STM welcomes the possibility to provide feedback on the European Commission’s proposal for an Artificial Intelligence (AI) Act, and its ambitions to lead globally in promoting the uptake of new technologies whilst ensuring that the highest levels of excellence and trust are guaranteed. STM publishers are in a unique position in that they are both producers and users of data for AI purposes. First, publishers are key providers of information...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2665164_en,20
ETUCE (Belgium),"The European Trade Union Committee for Education (ETUCE), Social Partner in education at the EU level, representing 127 Education Trade Unions and 11 million teachers in Europe, welcomes the Commission’s proposal for the AI Regulation as it sets the ground for the first comprehensive EU regulation on Artificial Intelligence to ensure a controlled development of AI tools in education and address the risks connected to their use by teachers...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663486_en,21
IDEMIA (France),Please find attached IDEMIA's comments.,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663405_en,21
ResMed (United States),Please see ResMed's consultation response for the Artificial Intelligence Act attached below. We thank the Commission for the opportunity to provide feedback on the proposed legislation and welcome further engagement on the regulation of AI in Europe.,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663398_en,21
European Federation of Pharmaceutical Industries and Associations (EFPIA) (Belgium),EFPIA applauds the Commission for launching the first ever legal framework on AI that elaborates on a European approach for AI with an aim to promote Europe’s innovation and industry capacity in AI that could bring benefits to entire healthcare system. We welcome a risk-based approach to AI with an oversight proportionate to the intended use and led by defined risk categories. Healthcare is one of the most regulated industries with strict...,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663395_en,21
ASNEF (Spain),"ASNEF, the Finance Houses Association of Spain, represented by the Secretary General, Mr. Ignacio Pla Vidal, and duly registered in the Transparency Registry with nº 11218815591-29, submits the following observations: 1. Concerning recital 37, the proposed Regulation mentions the following: ""Considering the very limited scale of the impact and the available alternatives on the market, it is appropriate to exempt AI systems for the purpose of...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663391_en,21
The Information Accountability Foundation (United States),Regulation needs to be amended.,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663380_en,21
Secure Identity Alliance (France),"Facial Recognition Technologies: What’s at Stake and Why On April 21, 2021, the European Commission proposed new rules and actions on the development and use of artificial intelligence (AI) systems with the stated objective to “turn Europe into the global hub for trustworthy artificial intelligence”. Following a risk-based approach, the proposals will ban those AI systems considered a clear threat to the safety, livelihoods and rights of...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663375_en,21
Agoria (Belgium),"Full position as attachement First, Agoria suggests refining the scope, by adjusting the proposed definition of AI systems, the classification of identified high-risk AI applications and the allocation of roles. The scope of the regulation is essential, requiring clear definitions that are easily interpretable and applicable. The relevant stakeholders must be able to assess whether their systems and applications are subject to the regulation...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663367_en,21
Centre for Information Policy Leadership (CIPL) (Belgium),"CIPL welcomes the Consultation on the European Commission’s Proposal for a European Artificial Intelligence Act to feed into the EU legislative process. CIPL is pleased to see that the AI Act incorporates several recommendations made in CIPL’s paper on Adopting a Risk-Based Approach to Regulating AI in the EU. In particular, CIPL welcomes the Act’s risk-based approach that would apply to high-risk AI use cases while not regulating the AI...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663366_en,21
EIT Health (Germany),"• EIT Health welcomes the proposed AI Regulation and its ambition to create horizontal legislation overseeing AI and to maximise the safety and trustworthiness of this technology. We welcome the creation of a risk-classification of AI and prohibition of certain AI in alignment with the OECD, as this type of risk management is vital to ensuring uptake of this important technology. • With the importance of AI in the healthcare context in mind...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663361_en,21
Bayer AG (Germany),Mastering the new opportunities and challenges of innovation in life sciences is key for societies in the 21st century. One important element is a supportive policy and regulatory framework that fosters scientific advancement while at the same time ensuring trust and a high safety standard for human health and the environment. Bayer stands at the forefront of the “Bio-Revolution” with Artificial Intelligence (AI) being a crucial technical...,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663359_en,22
ORANGE (France),"Orange’s preliminary position on the Artificial Intelligence Act Orange welcomes the opportunity to comment on the European Commission’s proposal for an Artificial Intelligence Act. This proposal, a first of a kind as highlighted by the EC, will have significant implications for AI ecosystems once it enters into force. And with AI being increasingly part of manufacturing, logistics and services sectors, it will have far reaching implications...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663358_en,22
Vereinigung der Arbeitgeberverbände der Deutschen Papierindustrie e. V. (Germany),"Wir begrüßen den risikobasierten Ansatz der Kommission, der im Verordnungsvorschlag über künstliche Intelligenz skizziert wird, und teilen das Bestreben, KI sicher, rechtmäßig und im Einklang mit den EU-Grundrechten zu gestalten. Weitere Einzelheiten: Siehe beigefügte Stellungnahme der VAP.",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663356_en,22
Eurosmart (Belgium),"Eurosmart, the Voice of the Digital Security Industry, welcomes the Commission’s proposal for an Artificial Intelligence (AI) Act. Our association has been advocating for years for EU requirements covering AI systems. Eurosmart would like to comment on the following items -each of them is further detailed in the attached file: • Definition of AI systems The current definition of an AI system is very narrow as it covers only software and not...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663348_en,22
GFII (France),"First of all, thanks to the European Commission to enable the GFII to answer this consultation on the draft regulation on AI. 1) Readability of the text The draft is rather complex to understand; understanding difficulties may then generate difficulties for being compliant, especially for SMEs and start up. a) We invite then the legislator: - to amend the structure of the document by separating: - requirements dedicated to AI systems...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663341_en,22
SOCIETE GENERALE (France),Please see the attached file,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663340_en,22
European Automobile Manufacturers Association (ACEA) (Belgium),"ACEA is thankful for the opportunity provided by the Commission to comment on the proposed AI Act, adopted on 21 April 2021. The present ACEA response, attached hereunder, builds on ACEA’s previous contributions to the Commission’s White Paper (12 June 2020, document No. F530044, link: https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/public-consultation_en)...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663339_en,22
France Industrie (France),Please find our position enclosed.,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663328_en,22
EUCOPE (Belgium),"Representing small and medium-sized companies active in life sciences, EUCOPE acknowledges the Commission’s efforts in proposing a legal framework for Artificial Intelligence (AI). We particularly welcome the commitment from the Commission to strive for a balanced approach, as stated in the explanatory memorandum of the proposal. For AI to realise its potential, a key prerequisite is the establishment of a balanced and fit-for-purpose...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663324_en,22
Center for AI and Digital Policy (CAIDP) (United States),"The Center for AI and Digital Policy (""CAIDP"") welcomes the opportunity to provide feedback as amendments to the text of draft Artificial Intelligence Act (“Proposal”) are considered. This statement follows from CAIDP’s Statement to the European Commission, the European Parliament, and the European Council on April 20, 2021. As we wrote in our initial statement on the Proposal, “this initiative may be the single most important legal...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663310_en,22
No (Bulgaria),I need to talk from position to the roma muslimah. Im not used traditional clodres ekzatley fron scared. So this the conect with this new project about AI IF i use hijab like ekzample the sistems can understand mi face more easy. Automatic i wile have problems al ao mi dark face can be used by bad wey. I need freedom and i hope neq technology to be used not opresed people and give me him better life,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663295_en,23
UK Information Commissioner's Office (United Kingdom),Please find feedback from the UK Information Commissioner attached.,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663289_en,23
ACPR (France),"L’ACPR accueille très favorablement l’approche de la Commission qui recherche un cadre équilibré, garantissant les droits fondamentaux et encourageant le développement d’une IA de confiance. Elle note comme particulièrement positif le projet de confier aux autorités de contrôle du secteur financier la mission de surveillance des IA à risque du secteur. Cette mesure permettra en effet d’assurer la cohérence du contrôle, d’une part, des...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663276_en,23
European Disability Forum (EDF) (Belgium),"We welcome the European Commission’s proposal for regulating Artificial Intelligence (AI) in the EU. The proposed Regulation for AI will help ensure protection of fundamental rights of persons with disabilities in the context of new technologies. The Regulation can also help promote AI that will improve accessibility for persons with disabilities and support their participation in society. To ensure this, however, the Commission proposal needs...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663268_en,23
BDA - Bundesvereinigung der Deutschen Arbeitgeberverbände (Germany),Please see our feedback attached.,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663263_en,23
AFNUM - Alliance Française des Industries du Numérique (France),Please find attached the feedback from AFNUM - The French Alliance for Digital Industries - for the Artificiation Intelligence Act.,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663256_en,23
"Hangzhou Hikvision Digital Technology Co., Ltd. (China)",Please find HIKVISION submission in attachment.,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663157_en,23
Eurocities (Belgium),"The Artificial Intelligence Act proposal is a crucial legislative initiative to create the conditions for a safe development and deployment of AI, based on European democratic values and in respect of people’s fundamental rights across Europe’s cities. AI is an enabler of change for local governments. City authorities recognise the great potential of AI technologies for public services development and delivery in sectors such as health...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663127_en,23
APPLiA (Home Appliance Europe) (Belgium),APPLiA would like to use the opportunity given in this consultation and comment on two important elements of the draft AI Regulation: 1. Article 6 - Classification rules for high-risk AI systems - Only products which basic safety features are secured ONLY by the AI system should be considered high-risk in this classification. If basic safety functions required by e.g. LVD and RED are fully secured outside AI system and AI systems provides...,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663125_en,23
Numeum (France),"Numeum soutient la Commission européenne dans son ambition de stimuler le développement et l'adoption de l'IA et des nouvelles technologies, tout en veillant à ce que les risques potentiels soient traités de manière adéquate. La volonté de la Commission de créer un système européen à même de garantir la confiance des citoyens et stimuler l’adoption des usages IA, tout en assurant celle des entreprises dans le déploiement de leurs produits et...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663064_en,23
European Center for Not-For-Profit Law Stichting (Netherlands),Please find ECNL submission in attachment.,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2663061_en,24
BlackBerry (Belgium),Please find attached our response to the consultation on the draft AI Act. We are thankful to the Commission for giving us the opportunity to contribute.,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662944_en,24
SIEMENS AG (Germany),"Siemens AG recognizes the European Commission’s effort to propose world’s first AI regulation, building on its last year’s White Paper and aiming at ensuring that AI systems, introduced on the EU market are safe and respect EU laws and values while at the same time creating legal certainty to facilitate investment and innovation in AI. On the other side we question whether such a horizontal regulation at this point in time, would not hinder...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662941_en,24
EnBW Energie Baden-Württemberg AG (Germany),"Aus Sicht der EnBW Energie Baden-Württemberg AG wurde mit dem Gesetzesvorschlag der EU-Kommission zu Künstlicher Intelligenz (KI), eine Regulierung entworfen, welche Chancen eröffnet. Nach erster Betrachtung, hiermit unsere erste kurze Rückmeldung aus energiewirtschaftlicher Perspektive sowie dem Betrieb von kritischer Infrastruktur. Auf der letzten Seite des angehängten Dokuments findet sich eine Übersicht mit KI Use-Cases in Einordnung auf...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662935_en,24
American Chamber of Commerce to the European Union (AmCham EU) (Belgium),AmCham EU commends the European Commission for the extensive consultative process that led to the publication of the Proposal for an ‘AI Act’ . We appreciate having had the opportunity to provide our perspective on this important piece of legislation. We provided input to the AI White Paper consultation and the Roadmap consultation in 2020 and are pleased that some of the points and recommendations we made are reflected in the AI Act. The AI...,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662931_en,24
European Tech Alliance (Belgium),"The European Tech Alliance welcomes the European Commission’s proposed AI Act as a good balance between supporting much needed AI innovation in Europe and having safeguards in place to ensure high safety standards and public trust in AI. We welcome the EU’s leadership in creating an AI regulatory framework while supporting Europe’s global competitiveness in that field. For EU businesses, many of whom operate cross-border, it is crucial to have...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662925_en,24
Commission nationale consultative des droits de l'homme (France),"The French Commission for Human Rights (CNCDH) welcomes the European Commission's proposal for a regulation establishing a regulatory framework for artificial intelligence. However, it regrets that fundamental rights are not sufficiently taken into account in this draft regulation, and would like to make a few observations on this issue.",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662904_en,24
European Association of Co-operative Banks (Belgium),"The European Association of Co-operative Banks (EACB) recognises that the AI proposal is the Commission’s first ever legal framework on the matter, which addresses the risks of AI and aims to position Europe to play a leading role globally. It should be recognised that this is a risky bet. If European values were not ultimately adopted on an international scale, European companies would be at a disadvantage compared to non-European players...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662901_en,24
Sanofi (France),"Sanofi supports the Commission's aim to ensure that Europeans benefit from technologies developed and functioning according to EU values, fundamental rights and principles, and welcomes the idea that AI should be a force for good in society. We use AI to accelerate discovery and development across R&D programs and improve the efficiency of processes across the organization. We ambition to use AI across our products lifecycle and would like...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662846_en,24
The Danish Chamber of Commerce (Belgium),"The proposal uses a vague definition of artificial intelligence (AI) and it should be clearer how AI is used in different respects. In addition, the proposal relies to a great extent on the use of delegat-ed acts, which increases the uncertainty for the companies affected by the legislation, e.g. the def-inition of what AI is can be changed. In addition, the scope of the proposal is also too vague - a large part of the problems that the...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662813_en,24
FIM (France),"One has to acknowledge that the implementation of software techniques and approaches commonly referred to as ""Artificial Intelligence"" is not a novelty, as self-driving machinery is already placed on the market and put into service especially in the industrial and agricultural sectors. These advanced techniques also contribute to improve the reliability of components, to implement predictive mon-itoring and maintenance, to increase the...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662802_en,25
ČMOS PŠ (Czechia),"ČMOS PŠ welcomes the publication of regulation regarding AI as it sets the ground for the first comprehensive EU regulation on Artificial Intelligence to ensure a controlled development of AI tools in education to address the risks connected to their use by teachers, academic, other education personnel and students. While ČMOS PŠ recognises the potential of digital technologies and Artificial Intelligence tools to bring about improvements in...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662780_en,25
SICK AG (Germany),"The proposed regulation is a welcome initiative but needs significant improvement in some details to be applicable in practice to the cases for which it is intended. SICK AG urgently recommends the deletion of the ""Bayesian estimation"" from the ANNEX I (Paragraph C). Bayesian techniques are not artificial intelligence, but well-proven mathematical formulas. These methods are well established in several applications in the machinery sector...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662771_en,25
MEDEF (France),"In a context of sovereignty and international competitiveness where the development of technological and digital infrastructures has become essential, it is vital to build a European ecosystem in favour of innovation and artificial intelligence (AI) that is respectful of European values. To build a trustworthy, efficient and sustainable AI framework, regulation must benefit citizens, but also European businesses (including the smaller ones) by...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662770_en,25
Pharmaceutical Group of the European Union (PGEU) (Belgium),"The Pharmaceutical Group of the European Union (PGEU), the organization representing community pharmacists in 32 European countries, welcomes the European Commission’s Proposal for an EU Regulation on Artificial Intelligence (AI) to establish a legal framework on AI Systems. Please find the full PGEU feedback to the European Commission's Proposal attached hereto.",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662654_en,25
Consumer Reports (United States),"Consumer Reports applauds the European Union for putting forth a legal framework that can regulate algorithms and artificial intelligence in a systematic and comprehensive manner. While many of these algorithms and their applications are not new, they have real potential to harm the fundamental rights of EU citizens. The provisions in this proposal can help promote transparency with these emerging technologies and mitigate harmful impacts. We...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662644_en,25
Vrije Universiteit Brussel (Netherlands),"In attach please find my feedback on the proposal for an AI Act. This is my feedback as an independent expert in AI and law, not the feedback of my organisation (Vrije Universiteit Brussel). Thank you! Mireille Hildebrandt",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662611_en,25
Patrick Glauner (Germany),"An Assessment of the AI Regulation Proposed by the European Commission In April 2021, the European Commission published a proposed regulation on AI. It intends to create a uniform legal framework for AI within the European Union (EU). In this chapter, we analyze and assess the proposal. We show that the proposed regulation is actually not needed due to existing regulations. We also argue that the proposal clearly poses the risk of...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662603_en,25
Patrick Glauner (Germany),Schriftliche Stellungnahme von Prof. Dr. Patrick Glauner für das am 06.05.2021 stattfindende gemeinsame Fachgespräch der Ausschüsse für die Angelegenheiten der Europäischen Union des Deutschen Bundestages und der französischen Assemblée nationale zur Politik der EU im Bereich der Künstlichen Intelligenz (KI) und insbesondere dem Verordnungsvorschlag der Europäischen Kommission zu KI (COM(2021) 206 final).,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662602_en,25
The Guild of European Research-Intensive Universities (Belgium),"Founded in 2016, The Guild comprises twenty one of Europe’s most distinguished research-intensive universities in sixteen countries, and is dedicated to enhancing the voice of academic institutions, their researchers and their students. The Guild is committed to the pursuit of excellence, the importance of truth-seeking and trust-building as the foundation of public life, and the creation of new knowledge for the benefit of society, culture...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662543_en,25
Google (United States),"Attached please find Google’s views on the European Commission’s proposal on the Artificial Intelligence Act. We thank the Commission for the opportunity to share feedback, and look forward to continue engaging in the debate on the proportionate, risk-based AI regulation in Europe.",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662492_en,26
Deutsche Sozialversicherung Arbeitsgemeinschaft e.V. (Germany),see attached document,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662473_en,26
European Association of Communications Agencies (EACA) (Belgium),"The European Association of Communications Agencies (EACA) represents more than 2,500 communications agencies and agency associations from nearly 30 European countries that directly employ more than 120,000 people. EACA members include advertising, media, digital, branding and PR agencies. We support the objectives of the Proposal for an AI Regulation, namely to proportionately address the risks associated with certain uses of AI and to...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662463_en,26
International Center for Ethics in the Sciences and Humanities (IZEW) (Germany),"The International Center for Ethics in the Sciences and Humanities (IZEW) of the University of Tuebingen (Germany) welcomes the EU proposal on the regulation of AI. To achieve a comprehensive and effective result, we seek to contribute to the consultation process with the following suggestions: 1. To classify the risk of AI systems, the proposed Artificial Intelligence Act takes a risk-based approach, distinguishing between four classes of...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662411_en,26
Radiocommunications Agency/ Agentschap Telecom NL (Netherlands),Feedback Agentschap Telecom Nederland - see attached file,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662381_en,26
Civil Liberties Union for Europe (Germany),"The Civil Liberties Union for Europe (www.liberties.eu) welcomes the opportunity to provide feedback to the AI Regulation proposal. We recognize that Artificial Intelligence (AI) can contribute positively to our societies. But AI systems can also undermine our fundamental rights, by perpetuating bias in criminal justice, manipulating public opinion and enabling mass surveillance practices. Liberties’ aim is to make sure that the Regulation...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662292_en,26
ANEC (Belgium),Please find attached ANEC's comments.,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662226_en,26
EuroGeographics (Belgium),"EuroGeographics is an independent international not-for-profit organisation representing Europe’s National Mapping, Cadastral and Land Registration Authorities (NMCAs). We are a passionate advocate for European geospatial data from official trusted sources, in particular when it is harmonised to standard specifications. We are providers of a range of products and services and expertise which supports navigation, automated vehicles management...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662219_en,26
CENTRO ESPAÑOL DE DERECHOS REPROGRÁFICOS EGDPI (CEDRO) (Spain),"Estas son las contribuciones del CENTRO ESPAÑOL DE DERECHOS REPROGRÁFICOS EGDPI (CEDRO) a la propuesta de Reglamento COM(2021)206 sobre Inteligencia Artificial (Artificial Intelligence Act). CEDRO es una entidad de gestión de derechos de Propiedad Intelectual establecida en España, autorizada por el Ministerio de Cultura y Deporte, de conformidad con la legislación española, para el desempeño de sus fines. CEDRO lleva desarrollando su...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662182_en,26
Finans Danmark (Denmark),"Finance Denmark supports regulation of AI. It is important to provide a regulation that protects the customer, through which trust in AI can be build. Much of what the financial sector does, is fundamentally based on trust. Therefore, it is important that AI-solution now and in the future can be trusted through a sound and appropriate regulatory framework on AI. The proposal from the European Commission distinguishes between high and low risk...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662176_en,26
Allied for Startups (Belgium),"AFS Feedback to the European Commission’s regulation proposal on the Artificial Intelligence Act Artificial Intelligence has the potential to solve some of the world’s biggest challenges, ranging from combating climate change to improving people’s everyday lives. Startups are at the forefront of innovation, pioneering new products and services. Developing an AI regulatory framework that incentivises them to innovate in all fields is therefore...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662175_en,27
HOPE - European Hospital and Healthcare Federation (Belgium),"Artificial Intelligence (AI) is a complex phenomenon interfering with the way medical research is conducted, the biomedical data is used, and the healthcare professions and organisations are regulated. AI use in healthcare would then also requires a specific regulatory approach, in addition to a strong horizontal cross-sector regulation of AI. HOPE key recommendations to ensure that the application of AI in healthcare benefit patients and...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662109_en,27
EURALARM (Switzerland),"Euralarm, the European association representing the electronic fire safety and security industry, welcomes the opportunity provided by the European Commission to give comments and suggestions on their proposal for a REGULATION OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL LAYING DOWN HARMONISED RULES ON ARTIFICIAL INTELLIGENCE (ARTIFICIAL INTELLIGENCE ACT) AND AMENDING CERTAIN UNION LEGISLATIVE ACTS. Euralarm welcomes the proposal from the...",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2662075_en,27
Norwegian Open AI Lab (Norway),"This feedback comes from the Norwegian Open AI Lab, an AI research centre based at the Norwegian University of Science and Technology (NTNU) in Trondheim. The Norwegian Open AI Lab is a partnership organization with partners from the Norwegian private and public sector.",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12527-Artificial-intelligence-ethical-and-legal-requirements/F2661982_en,27
